avg_outflow,avg_inflow,total_grid,Am,BOD,COD,TN,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,year,month,day
3.387,4.042,344684,39.0,310.0,940.0,63.312,14.2,19.0,9.0,0.0,55,0.0,10.0,22.0,33.5,48.2,2016,12,14
3.874,4.638,343474,40.0,340.0,940.0,63.155,13.9,23.0,8.0,0.0,62,0.0,10.0,19.3,31.7,46.5,2016,12,15
4.243,4.371,317555,42.0,340.0,760.0,61.051,13.3,21.0,5.6,0.0,50,0.0,10.0,20.0,40.7,53.5,2016,12,18
3.538,4.019,289704,40.0,370.0,840.0,63.312,22.9,30.0,14.0,0.0,27,0.0,8.7,26.1,40.7,61.1,2016,12,19
3.785,4.348,334202,40.0,420.0,840.0,63.155,16.4,23.0,10.0,0.0,54,0.0,10.0,17.6,29.4,51.9,2016,12,20
4.185,4.718,325270,42.0,550.0,900.0,64.477,15.9,20.0,14.0,0.0,61,0.0,10.0,21.1,29.4,50.0,2016,12,21
4.072,4.405,328625,41.0,320.0,950.0,63.091,16.6,27.0,12.0,0.0,69,0.0,10.0,16.5,29.4,0.0,2016,12,22
4.073,4.073,296143,42.0,422.98,845.96,64.164,22.6,32.0,15.0,0.0,53,0.0,10.0,13.7,27.8,48.2,2016,12,23
4.052,4.51,193270,58.0,422.98,845.96,63.664,19.4,27.2,17.0,0.0,79,0.0,9.7,12.0,24.1,0.0,2016,12,26
3.256,3.949,198034,50.0,310.0,820.0,61.991,24.1,28.0,21.0,0.0,72,0.0,9.7,17.0,48.2,77.8,2016,12,27
3.339,3.775,221962,41.0,540.0,910.0,62.0,30.2,38.0,26.0,0.0,44,0.0,0.0,30.9,68.3,85.2,2016,12,28
3.727,4.063,249398,26.0,320.0,740.0,61.238,23.8,34.0,19.0,0.0,82,0.0,8.0,18.0,44.6,64.8,2016,12,29
3.167,3.966,243256,30.0,422.98,845.96,63.683,21.2,30.0,16.0,0.0,63,0.0,10.0,16.5,27.8,50.0,2016,12,30
3.775,4.088,248758,49.0,260.0,640.0,61.76,15.6,18.0,14.0,0.0,72,0.0,0.0,20.9,33.5,0.0,2017,1,2
3.35,4.002,273805,50.0,320.0,790.0,62.16,17.4,26.0,15.0,0.0,70,0.0,0.0,15.4,27.8,0.0,2017,1,3
6.518,13.246,315502,38.0,340.0,700.0,61.24,23.7,30.0,18.0,0.0,60,0.0,0.0,17.4,27.8,0.0,2017,1,4
7.904,18.968,289960,42.0,330.0,820.0,63.169,23.1,33.0,16.0,0.0,60,0.0,0.0,15.7,31.7,0.0,2017,1,5
7.92,13.169,234544,42.0,320.0,740.0,63.169,21.5,34.0,17.0,0.0,64,0.0,0.0,19.4,31.7,0.0,2017,1,8
7.913,9.306,273650,39.0,330.0,770.0,62.16,19.5,24.0,17.0,0.0,71,0.0,0.0,11.7,18.3,0.0,2017,1,9
7.895,6.691,289576,41.0,380.0,960.0,64.32,20.7,29.0,15.0,0.0,63,0.0,0.0,16.1,31.7,0.0,2017,1,10
7.718,5.659,226540,39.0,340.0,830.0,54.0,17.9,26.0,11.0,0.0,63,0.0,0.0,16.7,37.0,57.6,2017,1,11
7.582,6.369,221330,39.0,380.0,920.0,64.522,22.7,29.0,18.0,0.0,48,0.0,0.0,15.2,35.2,53.5,2017,1,12
7.387,6.011,208333,49.0,400.0,780.0,62.019,16.7,22.0,12.7,0.0,64,0.0,0.0,10.7,25.9,0.0,2017,1,15
7.477,6.474,210266,37.0,360.0,1000.0,65.374,26.0,34.0,19.0,0.0,34,0.0,0.0,14.3,29.4,0.0,2017,1,16
4.182,5.151,257722,46.0,360.0,910.0,65.486,25.1,37.2,14.0,0.0,37,0.0,8.9,19.8,35.2,53.5,2017,1,17
2.987,4.138,308029,50.0,420.0,1200.0,67.656,15.7,21.0,10.0,0.0,57,0.0,51.8,21.7,35.2,50.0,2017,1,18
3.119,4.229,330675,37.0,520.0,1300.0,68.82,19.1,25.0,15.0,0.0,61,0.0,7.7,15.4,38.9,59.4,2017,1,19
5.577,6.706,267534,51.0,270.0,720.0,63.393,23.6,31.0,19.0,0.0,58,0.0,0.0,13.3,37.0,0.0,2017,1,22
6.693,5.424,258182,46.0,350.0,1000.0,62.0,26.1,36.4,18.0,0.0,45,0.0,0.0,21.5,37.0,61.1,2017,1,23
5.975,5.579,307794,36.0,370.0,1100.0,67.656,17.0,23.0,10.0,0.0,56,0.0,0.0,20.9,35.2,53.5,2017,1,24
7.04,6.513,290872,55.0,350.0,790.0,61.539,17.9,21.2,16.0,0.0,67,0.0,0.0,16.7,25.9,0.0,2017,1,26
6.926,6.404,254138,55.0,480.0,1300.0,68.82,22.8,28.0,16.0,0.0,55,0.0,0.0,17.2,33.5,0.0,2017,1,29
5.138,5.337,204002,47.0,350.0,820.0,62.384,21.7,30.0,15.6,0.0,55,0.0,51.8,21.9,51.9,70.6,2017,1,30
3.724,4.601,278886,29.0,460.0,1000.0,63.838,17.5,22.0,12.0,0.0,54,0.0,0.0,16.1,27.8,53.5,2017,1,31
3.624,4.609,285228,45.0,510.0,920.0,65.114,16.4,20.3,10.0,0.0,59,0.0,0.0,11.9,24.1,0.0,2017,2,1
3.479,4.44,291341,47.0,510.0,910.0,65.114,18.2,25.0,13.0,0.0,60,0.0,0.0,13.3,31.7,0.0,2017,2,2
4.518,5.269,255289,27.0,770.0,1300.0,68.82,25.3,30.0,19.0,0.0,66,0.0,8.2,20.6,31.7,48.2,2017,2,5
5.945,5.635,283990,27.0,310.0,610.0,46.0,15.4,19.0,14.6,0.0,65,0.0,0.0,20.7,25.9,0.0,2017,2,6
5.292,5.215,277078,38.0,360.0,930.0,64.412,20.3,28.0,15.0,0.0,68,0.0,0.0,12.8,42.4,57.6,2017,2,7
3.021,4.03,295661,40.0,360.0,810.0,63.051,29.8,35.0,25.0,0.0,40,0.0,0.0,43.5,64.8,87.0,2017,2,8
3.055,3.994,273697,39.0,350.0,670.0,63.326,22.7,37.0,16.9,0.0,71,0.0,0.0,19.1,57.6,72.2,2017,2,9
5.635,6.172,237793,49.0,350.0,810.0,62.119,15.0,20.0,12.9,0.0,60,0.0,0.0,28.5,46.5,63.0,2017,2,12
3.532,4.457,264397,45.0,370.0,800.0,62.374,16.2,21.0,13.0,0.0,70,0.0,0.0,20.9,35.2,0.0,2017,2,13
3.558,4.448,325099,40.0,490.0,880.0,65.114,13.9,22.0,8.0,0.0,68,0.0,0.0,15.9,40.7,0.0,2017,2,14
4.443,4.629,320327,36.0,360.0,920.0,64.958,22.5,32.0,16.8,0.0,46,0.0,0.0,21.1,44.6,63.0,2017,2,15
4.283,4.488,288086,38.0,420.0,990.0,63.728,17.8,25.0,11.0,0.0,70,0.0,0.0,14.1,29.4,0.0,2017,2,16
3.007,4.33,287587,42.0,460.0,1000.0,64.523,12.2,17.0,9.0,0.0,73,0.0,51.5,24.4,38.9,53.5,2017,2,19
4.988,5.497,310907,35.0,330.0,750.0,61.396,14.3,21.0,8.0,0.0,62,0.0,0.0,19.6,40.7,53.5,2017,2,20
4.326,5.284,366068,40.0,390.0,930.0,63.949,17.6,24.0,11.0,0.0,49,0.0,0.0,15.2,33.5,50.0,2017,2,21
4.285,4.747,349201,41.0,370.0,840.0,66.0,23.7,33.0,13.0,0.0,34,0.0,0.0,23.7,48.2,68.3,2017,2,22
5.032,5.844,323395,42.0,440.0,950.0,63.792,19.4,26.0,15.0,0.0,64,0.0,0.0,19.3,24.1,42.4,2017,2,23
4.421,4.431,305186,46.0,300.0,760.0,61.757,21.6,29.0,14.0,0.0,53,0.0,0.0,14.8,44.6,0.0,2017,2,26
4.615,5.428,304202,40.0,410.0,840.0,64.801,25.1,33.0,15.0,0.0,36,0.0,0.0,15.9,29.4,0.0,2017,2,28
4.174,5.128,298728,39.0,390.0,1100.0,67.744,21.8,32.3,12.0,0.0,47,0.0,5.5,11.1,25.9,0.0,2017,3,1
3.957,4.711,283244,36.0,520.0,940.0,65.59,20.7,26.0,17.0,0.0,73,0.0,9.7,18.5,27.8,0.0,2017,3,2
3.923,4.222,258740,40.0,320.0,790.0,62.16,20.4,26.0,17.0,0.0,70,0.0,10.0,24.3,31.7,0.0,2017,3,5
3.694,4.558,240628,38.0,440.0,910.0,64.477,19.1,27.0,11.0,0.0,60,0.0,10.0,20.4,37.0,48.2,2017,3,6
4.533,4.342,329796,32.0,460.0,1100.0,67.544,19.3,27.0,11.8,0.0,54,0.0,0.0,13.7,27.8,0.0,2017,3,7
3.36,4.816,256277,35.0,430.0,960.0,65.486,22.4,31.0,14.0,0.0,39,0.0,0.0,17.0,35.2,0.0,2017,3,8
3.174,4.521,280493,38.0,160.0,1000.0,68.0,23.6,32.0,14.0,0.0,36,0.0,0.0,12.0,27.8,0.0,2017,3,9
5.469,4.714,318664,29.0,422.98,845.96,63.728,20.6,27.0,15.8,0.0,68,0.0,10.0,10.9,22.2,0.0,2017,3,10
3.166,3.348,242941,43.0,310.0,720.0,62.16,20.8,26.0,16.0,0.0,73,0.0,9.8,15.2,27.8,0.0,2017,3,13
3.147,4.827,237300,40.0,550.0,960.0,66.354,25.9,32.0,20.8,0.0,43,0.0,0.0,18.5,40.7,57.6,2017,3,14
5.436,6.533,262160,42.0,520.0,870.0,66.354,26.8,34.0,20.0,0.0,43,0.0,9.7,29.8,48.2,61.1,2017,3,15
5.072,4.903,287993,50.0,600.0,910.0,65.59,17.9,23.0,13.0,0.0,66,0.0,10.0,20.7,31.7,0.0,2017,3,16
4.711,4.894,292123,46.0,360.0,820.0,62.795,25.1,33.0,18.9,0.0,42,0.0,0.0,13.5,31.7,0.0,2017,3,19
3.383,4.404,301248,42.0,330.0,850.0,69.0,21.9,28.3,18.7,0.0,83,0.0,8.4,11.9,29.4,0.0,2017,3,20
3.949,4.245,305637,43.0,350.0,860.0,63.728,20.7,27.0,17.0,0.0,89,0.0,6.9,18.3,29.4,0.0,2017,3,21
1.874,4.168,269781,44.0,440.0,960.0,64.412,17.3,21.0,14.0,0.0,83,0.0,10.0,23.9,37.0,0.0,2017,3,22
4.805,4.036,271353,58.0,530.0,910.0,65.59,17.4,24.0,12.0,0.0,74,0.0,10.0,14.4,27.8,0.0,2017,3,23
3.042,4.295,237360,50.0,520.0,1100.0,68.82,22.2,28.0,19.0,0.0,67,0.0,10.0,21.1,55.4,77.8,2017,3,26
3.746,4.119,252600,41.0,370.0,780.0,62.628,17.1,31.0,10.0,0.0,67,0.0,9.8,21.9,61.1,81.7,2017,3,27
3.172,4.191,250282,46.0,520.0,1100.0,68.82,18.4,24.1,12.0,0.0,53,0.0,10.0,14.6,27.8,0.0,2017,3,28
3.853,4.08,261043,42.0,200.0,880.0,63.995,16.1,27.0,8.0,0.0,58,0.0,9.2,23.7,46.5,55.4,2017,3,29
3.114,4.073,224420,41.0,420.0,830.0,63.995,12.3,18.0,9.0,0.0,67,0.0,10.0,17.2,33.5,50.0,2017,3,30
3.071,4.069,250990,47.0,340.0,1100.0,71.0,12.6,0.0,6.0,0.0,62,0.0,10.0,22.0,33.5,50.0,2017,4,2
4.878,4.137,263371,43.0,520.0,920.0,65.114,14.1,21.0,7.0,0.0,61,0.0,10.0,10.4,16.5,0.0,2017,4,3
4.275,4.058,240560,48.0,530.0,880.0,65.114,16.8,25.0,10.0,0.0,48,0.0,0.0,14.4,29.4,0.0,2017,4,4
4.446,4.091,242268,43.0,440.0,920.0,63.995,18.0,25.0,12.0,0.0,43,0.0,0.0,20.2,33.0,0.0,2017,4,5
3.116,6.464,260517,48.0,370.0,980.0,63.995,19.1,26.0,11.9,0.0,36,0.0,0.0,19.8,35.2,0.0,2017,4,6
5.465,4.703,258211,42.0,270.0,760.0,61.69,11.2,13.0,9.0,0.0,87,0.0,7.6,27.0,44.6,63.0,2017,4,9
5.964,6.066,284125,39.0,230.0,680.0,61.885,12.2,14.0,10.9,0.0,55,0.25,9.8,23.0,40.7,57.6,2017,4,10
5.189,12.893,321321,40.0,350.0,890.0,63.792,14.3,18.0,10.6,0.0,53,0.0,9.7,15.2,27.8,0.0,2017,4,11
7.488,6.878,270400,39.0,360.0,920.0,64.32,13.8,19.0,9.0,0.0,50,0.0,9.8,11.5,14.8,0.0,2017,4,12
7.19,6.211,244740,44.0,340.0,840.0,64.256,13.9,18.0,10.0,0.0,83,0.0,10.0,9.1,16.5,0.0,2017,4,17
5.845,5.393,313001,44.0,430.0,810.0,74.0,15.4,21.0,10.0,0.0,79,0.0,5.8,9.8,16.0,0.0,2017,4,18
6.122,5.219,259369,45.0,370.0,810.0,62.569,21.3,26.0,18.0,0.0,49,0.0,0.0,26.5,40.7,59.4,2017,4,19
5.734,5.13,258002,41.0,390.0,810.0,62.371,20.2,26.0,15.8,0.0,57,0.0,9.0,21.7,44.6,63.0,2017,4,20
3.878,4.941,257330,47.0,340.0,720.0,61.834,17.3,21.1,15.0,0.0,83,0.0,9.5,6.9,22.2,0.0,2017,4,23
4.374,4.473,287772,29.0,200.0,490.0,54.389,13.8,18.0,9.0,0.0,79,0.0,9.3,19.1,35.2,48.2,2017,4,25
4.884,6.368,316517,27.0,170.0,845.96,61.118,5.8,13.0,6.5,0.0,74,0.0,9.8,23.5,48.2,72.2,2017,4,26
6.102,6.053,322863,35.0,300.0,540.0,55.605,11.5,15.0,10.8,0.0,75,0.0,10.0,15.6,31.7,0.0,2017,4,27
6.1,6.794,344321,44.0,350.0,620.0,59.879,13.7,16.0,10.0,0.0,63,0.0,10.0,16.5,25.0,0.0,2017,4,30
6.119,6.55,328402,58.0,320.0,870.0,63.728,13.0,18.3,7.0,0.0,74,1.02,10.0,18.0,29.4,0.0,2017,5,1
6.123,6.12,311566,58.0,340.0,1000.0,67.0,9.3,14.0,7.0,0.0,74,0.0,10.0,15.7,31.7,48.2,2017,5,2
4.98,5.69,312726,58.0,360.0,780.0,60.792,9.4,14.0,4.0,0.0,72,0.0,10.0,12.6,20.6,0.0,2017,5,3
4.776,5.259,317632,58.0,450.0,960.0,63.004,9.9,16.0,4.0,0.0,70,0.0,0.0,11.7,22.2,0.0,2017,5,4
3.886,4.829,292509,81.0,310.0,760.0,60.891,10.0,14.0,6.8,0.0,73,0.0,10.0,18.3,33.5,50.0,2017,5,7
4.398,4.399,289568,47.0,320.0,740.0,61.533,11.4,15.0,9.6,0.0,89,0.0,10.0,13.9,25.9,0.0,2017,5,8
4.712,4.603,321937,46.0,270.0,990.0,62.894,11.2,15.0,6.0,0.0,82,0.0,10.0,9.6,18.3,0.0,2017,5,9
5.368,4.845,219198,44.0,320.0,845.96,63.467,10.4,17.0,4.7,0.0,78,0.0,10.0,12.0,20.6,0.0,2017,5,10
3.668,4.821,320927,45.0,360.0,890.0,62.894,10.4,16.0,4.9,0.0,77,0.0,9.0,12.6,25.9,0.0,2017,5,11
3.993,4.872,361560,50.0,370.0,830.0,62.894,10.5,13.2,6.8,0.0,87,0.0,8.9,8.9,14.8,0.0,2017,5,14
4.086,4.149,319684,47.0,340.0,860.0,62.894,9.6,15.0,3.9,0.0,89,0.0,9.5,9.3,14.8,0.0,2017,5,15
3.89,4.086,300436,49.0,350.0,960.0,70.0,13.2,18.0,10.9,0.0,74,0.0,10.0,16.3,29.4,0.0,2017,5,16
3.912,3.922,324302,50.0,370.0,850.0,63.728,12.7,15.0,7.9,0.0,77,0.0,0.0,9.4,15.5,0.0,2017,5,17
3.003,4.423,309520,44.0,370.0,970.0,63.728,13.2,19.0,9.0,0.0,75,0.0,0.0,7.4,31.7,0.0,2017,5,18
4.742,4.541,274613,46.0,330.0,910.0,63.885,13.9,17.0,11.0,0.0,82,0.0,10.0,23.3,35.2,0.0,2017,5,21
2.966,3.358,291639,48.0,340.0,830.0,63.949,15.8,19.0,13.7,0.0,66,0.0,10.0,32.4,50.0,70.6,2017,5,22
5.711,4.672,290715,48.0,370.0,930.0,63.885,13.3,18.0,8.0,0.0,76,0.0,10.0,21.1,35.2,50.0,2017,5,23
6.207,4.209,365619,50.0,470.0,990.0,65.114,13.4,17.0,11.7,0.0,67,0.0,10.0,16.5,33.5,48.2,2017,5,24
7.404,9.051,294876,54.0,410.0,910.0,63.728,13.7,17.0,11.0,0.0,76,0.0,10.0,17.8,27.8,0.0,2017,5,25
7.755,7.928,321372,53.0,310.0,720.0,57.0,8.0,14.0,4.0,0.0,75,0.0,10.0,20.2,38.9,51.9,2017,5,28
5.836,8.088,321293,54.0,260.0,760.0,61.597,11.0,14.0,9.0,0.0,68,0.0,10.0,23.7,38.9,0.0,2017,5,29
5.096,8.575,323423,52.0,320.0,810.0,60.728,7.6,12.1,5.0,0.0,76,0.0,10.0,21.7,35.2,0.0,2017,5,30
5.02,6.232,276919,39.222,330.0,770.0,62.032,9.4,12.1,7.0,0.0,79,0.0,10.0,13.9,27.8,0.0,2017,5,31
4.041,5.505,339763,49.0,380.0,950.0,62.257,9.1,13.0,6.8,0.0,69,0.0,10.0,10.4,16.5,0.0,2017,6,1
5.137,4.552,297041,42.0,330.0,820.0,60.7,9.4,15.0,5.0,0.0,73,0.0,10.0,11.5,22.2,0.0,2017,6,4
4.107,4.847,279777,45.0,320.0,840.0,63.091,11.4,17.0,7.7,0.0,77,0.0,10.0,18.5,24.1,0.0,2017,6,5
5.056,4.868,182092,44.0,310.0,780.0,61.285,9.2,12.0,5.8,0.0,77,0.0,10.0,15.0,37.0,51.9,2017,6,6
4.141,4.658,281825,50.0,330.0,920.0,62.257,7.8,13.0,2.6,0.0,76,0.0,10.0,12.6,20.6,0.0,2017,6,7
5.511,5.041,275958,48.0,360.0,930.0,63.136,9.5,15.0,7.0,0.0,86,0.0,9.3,11.7,27.8,0.0,2017,6,8
5.823,4.769,319099,40.0,422.98,845.96,62.257,9.5,14.0,6.0,0.0,83,0.0,10.0,8.3,20.6,0.0,2017,6,9
4.67,5.667,350719,50.0,320.0,760.0,60.7,11.4,16.3,5.8,0.0,80,0.0,10.0,12.6,29.4,0.0,2017,6,12
4.202,5.43,321571,50.0,320.0,860.0,62.257,7.8,14.0,2.0,0.0,85,0.0,9.5,9.6,22.2,0.0,2017,6,13
5.681,4.774,341991,45.0,370.0,930.0,63.091,11.1,16.0,8.0,0.0,76,0.0,10.0,18.0,29.4,0.0,2017,6,14
5.512,5.806,239807,40.0,370.0,920.0,63.0,11.1,17.0,6.6,0.0,76,0.0,10.0,18.0,24.1,0.0,2017,6,15
4.648,4.152,284389,57.0,320.0,760.0,60.735,10.4,16.0,6.0,0.0,83,0.0,10.0,11.7,24.1,0.0,2017,6,18
4.149,5.28,312379,50.0,260.0,820.0,60.7,10.7,15.7,5.0,0.0,75,0.0,10.0,13.3,25.9,0.0,2017,6,19
3.802,4.857,272984,47.0,370.0,930.0,63.248,10.7,15.0,8.0,0.0,75,0.0,9.0,23.5,35.2,0.0,2017,6,20
2.933,4.41,304183,50.0,280.0,840.0,62.257,8.7,13.0,2.5,0.0,85,0.0,10.0,9.6,24.1,0.0,2017,6,21
4.256,4.049,337139,45.0,400.0,890.0,62.257,9.4,13.0,6.0,0.0,73,0.0,10.0,19.3,27.8,0.0,2017,6,22
3.489,3.9,298144,50.0,320.0,850.0,62.303,9.8,13.0,5.6,0.0,75,0.0,9.8,15.7,25.9,0.0,2017,6,25
4.817,4.181,195587,45.0,330.0,960.0,62.83,9.3,12.0,6.0,0.0,84,0.0,10.0,7.6,18.3,0.0,2017,6,26
